Date : 2025-03-31 14:54:04
Directory : /home/xiaojiang/DEV/SparkPlayer
Total : 65 files,  10466 codes, 442 comments, 989 blanks, all 11897 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| /home/xiaojiang/DEV/SparkPlayer/build/.cmake/api/v1/reply/cache-v2-07484434cbab4d13d29a.json                                        | JSON       |      2,623 |          0 |          1 |      2,624 |
| /home/xiaojiang/DEV/SparkPlayer/build/.cmake/api/v1/reply/cmakeFiles-v1-a4602fea5cfab20ff3d9.json                                   | JSON       |        681 |          0 |          1 |        682 |
| /home/xiaojiang/DEV/SparkPlayer/build/.cmake/api/v1/reply/codemodel-v2-084e48b83a178ff804d3.json                                    | JSON       |         79 |          0 |          1 |         80 |
| /home/xiaojiang/DEV/SparkPlayer/build/.cmake/api/v1/reply/directory-.-Debug-a33b8c7ee7310eb8de6a.json                               | JSON       |         45 |          0 |          1 |         46 |
| /home/xiaojiang/DEV/SparkPlayer/build/.cmake/api/v1/reply/index-2025-03-31T06-32-06-0243.json                                       | JSON       |        132 |          0 |          1 |        133 |
| /home/xiaojiang/DEV/SparkPlayer/build/.cmake/api/v1/reply/target-SparkPlayer-Debug-c131fb3fbc87897522c7.json                        | JSON       |        932 |          0 |          1 |        933 |
| /home/xiaojiang/DEV/SparkPlayer/build/.cmake/api/v1/reply/target-SparkPlayer_autogen-Debug-1fc1c797581ba779a849.json                | JSON       |         71 |          0 |          1 |         72 |
| /home/xiaojiang/DEV/SparkPlayer/build/.cmake/api/v1/reply/target-SparkPlayer_autogen_timestamp_deps-Debug-4719f788a747b4869489.json | JSON       |         27 |          0 |          1 |         28 |
| /home/xiaojiang/DEV/SparkPlayer/build/.cmake/api/v1/reply/toolchains-v1-d20a5fdbd21799f8d94e.json                                   | JSON       |         70 |          0 |          1 |         71 |
| /home/xiaojiang/DEV/SparkPlayer/build/CMakeCache.txt                                                                                | CMakeCache |        509 |          0 |        113 |        622 |
| /home/xiaojiang/DEV/SparkPlayer/build/CMakeFiles/3.30.5/CMakeCXXCompiler.cmake                                                      | CMake      |         76 |          2 |         24 |        102 |
| /home/xiaojiang/DEV/SparkPlayer/build/CMakeFiles/3.30.5/CMakeSystem.cmake                                                           | CMake      |         10 |          0 |          6 |         16 |
| /home/xiaojiang/DEV/SparkPlayer/build/CMakeFiles/3.30.5/CompilerIdCXX/CMakeCXXCompilerId.cpp                                        | C++        |        707 |         62 |        151 |        920 |
| /home/xiaojiang/DEV/SparkPlayer/build/CMakeFiles/CMakeConfigureLog.yaml                                                             | YAML       |        282 |          2 |         15 |        299 |
| /home/xiaojiang/DEV/SparkPlayer/build/CMakeFiles/CMakeDirectoryInformation.cmake                                                    | CMake      |          7 |          5 |          5 |         17 |
| /home/xiaojiang/DEV/SparkPlayer/build/CMakeFiles/SparkPlayer.dir/DependInfo.cmake                                                   | CMake      |         28 |          6 |          7 |         41 |
| /home/xiaojiang/DEV/SparkPlayer/build/CMakeFiles/SparkPlayer.dir/cmake_clean.cmake                                                  | CMake      |         47 |          1 |          2 |         50 |
| /home/xiaojiang/DEV/SparkPlayer/build/CMakeFiles/SparkPlayer.dir/compiler_depend.ts                                                 | TypeScript |          2 |          0 |          1 |          3 |
| /home/xiaojiang/DEV/SparkPlayer/build/CMakeFiles/SparkPlayer_autogen.dir/AutogenInfo.json                                           | JSON       |        339 |          0 |          1 |        340 |
| /home/xiaojiang/DEV/SparkPlayer/build/CMakeFiles/SparkPlayer_autogen.dir/DependInfo.cmake                                           | CMake      |         11 |          6 |          7 |         24 |
| /home/xiaojiang/DEV/SparkPlayer/build/CMakeFiles/SparkPlayer_autogen.dir/cmake_clean.cmake                                          | CMake      |          9 |          1 |          2 |         12 |
| /home/xiaojiang/DEV/SparkPlayer/build/CMakeFiles/SparkPlayer_autogen.dir/compiler_depend.ts                                         | TypeScript |          2 |          0 |          1 |          3 |
| /home/xiaojiang/DEV/SparkPlayer/build/CMakeFiles/SparkPlayer_autogen_timestamp_deps.dir/DependInfo.cmake                            | CMake      |         10 |          6 |          7 |         23 |
| /home/xiaojiang/DEV/SparkPlayer/build/CMakeFiles/SparkPlayer_autogen_timestamp_deps.dir/cmake_clean.cmake                           | CMake      |          3 |          1 |          2 |          6 |
| /home/xiaojiang/DEV/SparkPlayer/build/CMakeFiles/SparkPlayer_autogen_timestamp_deps.dir/compiler_depend.ts                          | TypeScript |          2 |          0 |          1 |          3 |
| /home/xiaojiang/DEV/SparkPlayer/build/CMakeFiles/VerifyGlobs.cmake                                                                  | CMake      |        172 |         20 |         19 |        211 |
| /home/xiaojiang/DEV/SparkPlayer/build/SparkPlayer_autogen/moc_predefs.h                                                             | C++        |        459 |          0 |          1 |        460 |
| /home/xiaojiang/DEV/SparkPlayer/build/SparkPlayer_autogen/mocs_compilation.cpp                                                      | C++        |          9 |          1 |          1 |         11 |
| /home/xiaojiang/DEV/SparkPlayer/build/cmake_install.cmake                                                                           | CMake      |         62 |          7 |         10 |         79 |
| /home/xiaojiang/DEV/SparkPlayer/build/compile_commands.json                                                                         | JSON       |        104 |          0 |          0 |        104 |
| /home/xiaojiang/DEV/SparkPlayer/include.h                                                                                           | C++        |         30 |          2 |          3 |         35 |
| /home/xiaojiang/DEV/SparkPlayer/main.cpp                                                                                            | C++        |         43 |          2 |          4 |         49 |
| /home/xiaojiang/DEV/SparkPlayer/sparkplayer.cpp                                                                                     | C++        |        251 |         29 |         43 |        323 |
| /home/xiaojiang/DEV/SparkPlayer/sparkplayer.h                                                                                       | C++        |         53 |          2 |         15 |         70 |
| /home/xiaojiang/DEV/SparkPlayer/utils/Codec.cpp                                                                                     | C++        |        740 |         63 |        105 |        908 |
| /home/xiaojiang/DEV/SparkPlayer/utils/Codec.h                                                                                       | C++        |        141 |         10 |         33 |        184 |
| /home/xiaojiang/DEV/SparkPlayer/utils/ImageTools.cpp                                                                                | C++        |         44 |          0 |          5 |         49 |
| /home/xiaojiang/DEV/SparkPlayer/utils/ImageTools.h                                                                                  | C++        |         16 |          2 |          3 |         21 |
| /home/xiaojiang/DEV/SparkPlayer/utils/Path.cpp                                                                                      | C++        |         30 |          0 |          6 |         36 |
| /home/xiaojiang/DEV/SparkPlayer/utils/Path.h                                                                                        | C++        |         19 |          0 |          3 |         22 |
| /home/xiaojiang/DEV/SparkPlayer/widgets/FlowLayout.cpp                                                                              | C++        |        122 |          0 |         22 |        144 |
| /home/xiaojiang/DEV/SparkPlayer/widgets/FlowLayout.h                                                                                | C++        |         32 |         78 |         21 |        131 |
| /home/xiaojiang/DEV/SparkPlayer/widgets/ImageBox.cpp                                                                                | C++        |         48 |          0 |          6 |         54 |
| /home/xiaojiang/DEV/SparkPlayer/widgets/ImageBox.h                                                                                  | C++        |         22 |          0 |          9 |         31 |
| /home/xiaojiang/DEV/SparkPlayer/widgets/MainPage.cpp                                                                                | C++        |         92 |          4 |         17 |        113 |
| /home/xiaojiang/DEV/SparkPlayer/widgets/MainPage.h                                                                                  | C++        |         48 |          1 |         21 |         70 |
| /home/xiaojiang/DEV/SparkPlayer/widgets/MediaBox.cpp                                                                                | C++        |        123 |          2 |         21 |        146 |
| /home/xiaojiang/DEV/SparkPlayer/widgets/MediaBox.h                                                                                  | C++        |         33 |          0 |         17 |         50 |
| /home/xiaojiang/DEV/SparkPlayer/widgets/MediaListButton.cpp                                                                         | C++        |         65 |          1 |         18 |         84 |
| /home/xiaojiang/DEV/SparkPlayer/widgets/MediaListButton.h                                                                           | C++        |         26 |          1 |         10 |         37 |
| /home/xiaojiang/DEV/SparkPlayer/widgets/PlayListBox.cpp                                                                             | C++        |         38 |          1 |          9 |         48 |
| /home/xiaojiang/DEV/SparkPlayer/widgets/PlayListBox.h                                                                               | C++        |         19 |          0 |          8 |         27 |
| /home/xiaojiang/DEV/SparkPlayer/widgets/TimeLine.cpp                                                                                | C++        |        111 |          4 |         15 |        130 |
| /home/xiaojiang/DEV/SparkPlayer/widgets/TimeLine.h                                                                                  | C++        |         24 |          0 |          9 |         33 |
| /home/xiaojiang/DEV/SparkPlayer/widgets/TitleBar.cpp                                                                                | C++        |         39 |          0 |          9 |         48 |
| /home/xiaojiang/DEV/SparkPlayer/widgets/TitleBar.h                                                                                  | C++        |         18 |          0 |         10 |         28 |
| /home/xiaojiang/DEV/SparkPlayer/widgets/VideoBox.cpp                                                                                | C++        |         73 |         12 |         12 |         97 |
| /home/xiaojiang/DEV/SparkPlayer/widgets/VideoBox.h                                                                                  | C++        |         26 |          0 |         11 |         37 |
| /home/xiaojiang/DEV/SparkPlayer/widgets/VolumeBox.cpp                                                                               | C++        |        116 |          0 |         16 |        132 |
| /home/xiaojiang/DEV/SparkPlayer/widgets/VolumeBox.h                                                                                 | C++        |         35 |          1 |         17 |         53 |
| Total                                                                                                                               |            |     10,466 |        442 |        989 |     11,897 |
+-------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
